"","Quantity","UnitPrice","month","week","time","Sales"
"1462",10,7.08,11,3,11,70.8
"1463",1,1.45,2,5,13,1.45
"1464",6,4.13,7,1,10,24.78
"1465",24,0.85,2,3,14,20.4
"1466",1,3.75,9,3,13,3.75
"1467",1,20.79,11,3,14,20.79
"1468",1,8.95,12,4,11,8.95
"1469",3,3.29,9,4,15,9.87
"1470",8,1.65,2,7,12,13.2
"1471",48,0.39,6,7,12,18.72
"1472",3,14.95,1,1,15,44.85
"1473",4,4.25,1,3,14,17
"1474",5,1.25,7,1,12,6.25
"1475",4,5.95,10,5,14,23.8
"1476",1,1.25,11,1,13,1.25
"1477",2,4.95,10,1,11,9.9
"1478",30,2.55,1,5,11,76.5
"1479",2,8.5,10,5,12,17
"1480",6,2.1,11,7,14,12.6
"1481",6,4.65,12,4,10,27.9
"1482",188,4.25,6,4,18,799
"1483",4,1.63,2,3,15,6.52
"1484",32,2.55,4,4,15,81.6
"1485",1,0.75,10,7,16,0.75
"1486",6,2.95,11,7,13,17.7
"1487",1,7.46,2,3,11,7.46
"1488",1,1.95,11,1,11,1.95
"1489",4,3.75,12,4,17,15
"1490",12,0.85,5,3,12,10.2
"1491",4,4.95,10,1,13,19.8
"1492",25,0.42,6,5,14,10.5
"1493",1,1.63,1,1,17,1.63
"1494",1,7.62,12,5,14,7.62
"1495",2,0.85,7,7,15,1.7
"1496",3,1.65,8,2,11,4.95
"1497",12,1.45,4,1,10,17.4
"1498",2,4.15,3,2,9,8.3
"1499",12,1.25,8,4,15,15
"1500",2,0.83,7,2,16,1.66
"1501",6,2.89,11,2,10,17.34
"1502",2,2.1,5,2,12,4.2
"1503",1,0.83,9,3,12,0.83
"1504",1,1.45,12,3,15,1.45
"1505",1,16.63,11,3,16,16.63
"1506",6,1.45,12,4,16,8.7
"1507",24,0.42,7,3,14,10.08
"1508",1,2.1,12,2,14,2.1
"1509",10,2.08,4,3,14,20.8
"1510",2,2.95,11,7,12,5.9
"1511",1,3.95,1,3,14,3.95
"1512",12,0.83,10,4,11,9.96
"1513",4,2.55,4,2,16,10.2
"1514",8,2.1,10,4,10,16.8
"1515",16,5.95,6,3,12,95.2
"1516",6,1.65,12,1,10,9.9
"1517",2,8.25,10,2,11,16.5
"1518",1,1.25,12,2,14,1.25
"1519",12,1.25,1,3,17,15
"1520",12,1.65,2,5,13,19.8
"1521",1,4.13,5,3,15,4.13
"1522",36,2.1,8,2,16,75.6
"1523",100,1.79,8,3,11,179
"1524",1,0.83,1,1,9,0.83
"1525",4,1.65,8,4,15,6.6
"1526",2,4.21,12,2,15,8.42
"1527",3,4.13,11,3,13,12.39
"1528",2,1.95,10,5,16,3.9
"1529",1,2.08,12,4,9,2.08
"1530",3,1.65,7,3,11,4.95
"1531",1,10.79,11,2,17,10.79
"1532",4,8.5,11,4,13,34
"1533",-3,1.65,10,4,19,-4.95
"1534",1,4.95,1,1,16,4.95
"1535",1,2.46,5,2,15,2.46
"1536",24,0.42,11,3,10,10.08
"1537",12,4.95,11,1,15,59.4
"1538",2,3.29,12,4,9,6.58
"1539",6,4.95,7,5,11,29.7
"1540",1,2.46,7,5,16,2.46
"1541",12,1.65,10,2,8,19.8
"1542",12,0.65,3,1,11,7.8
"1543",2,10.79,12,1,11,21.58
"1544",1,2.55,10,5,14,2.55
"1545",6,2.89,10,1,14,17.34
"1546",6,2.55,9,5,13,15.3
"1547",2,8.5,9,7,13,17
"1548",2,4.25,12,1,16,8.5
"1549",12,1.65,5,1,11,19.8
"1550",1,1.65,9,2,16,1.65
"1551",1,2.46,5,2,14,2.46
"1552",12,1.95,12,5,12,23.4
"1553",6,2.55,6,2,16,15.3
"1554",16,0.65,3,5,10,10.4
"1555",24,1.25,4,2,16,30
"1556",1,7.07,12,2,16,7.07
"1557",24,0.55,3,1,14,13.2
"1558",2,3.75,12,3,14,7.5
"1559",2,1.65,3,4,13,3.3
"1560",2,2.1,9,5,16,4.2
"1561",12,1.25,7,7,12,15
"1562",3,3.36,12,1,9,10.08
"1563",3,0.83,11,2,15,2.49
"1564",8,1.69,6,7,12,13.52
"1565",1,14.13,2,1,9,14.13
"1566",1,3.29,2,2,15,3.29
"1567",-1,2.1,12,5,12,-2.1
"1568",1,4.15,12,5,16,4.15
"1569",8,2.51,12,1,11,20.08
"1570",4,3.75,10,3,8,15
"1571",8,3.75,11,5,13,30
"1572",1,4.95,2,7,12,4.95
"1573",5,2.1,6,3,13,10.5
"1574",7,1.25,5,3,14,8.75
"1575",2,2.95,6,2,11,5.9
"1576",4,3.75,7,5,13,15
"1577",10,1.65,11,7,13,16.5
"1578",12,5.95,4,4,13,71.4
"1579",4,0.65,10,1,16,2.6
"1580",12,1.25,2,4,12,15
"1581",1,0.39,11,4,15,0.39
"1582",2,4.13,1,1,9,8.26
"1583",1,3.29,10,7,16,3.29
"1584",12,1.25,3,3,9,15
"1585",6,1.95,12,4,10,11.7
"1586",1,2.55,10,1,15,2.55
"1587",12,0.42,12,4,10,5.04
"1588",24,1.25,6,7,12,30
"1589",10,2.1,10,1,10,21
"1590",1,0.83,12,5,14,0.83
"1591",4,2.55,8,3,13,10.2
"1592",8,4.25,3,2,9,34
"1593",4,3.95,6,3,13,15.8
"1594",2,3.75,4,3,11,7.5
"1595",2,2.95,1,1,16,5.9
"1596",1,7.46,2,3,12,7.46
"1597",12,2.95,1,1,10,35.4
"1598",2,4.25,10,7,12,8.5
"1599",6,4.95,10,7,15,29.7
"1600",3,3.75,5,2,12,11.25
"1601",1,4.13,5,5,15,4.13
"1602",8,2.95,5,7,11,23.6
"1603",12,6.63,11,2,10,79.56
"1604",32,3.75,10,5,11,120
"1605",1,7.62,12,1,9,7.62
"1606",-6,2.95,10,3,13,-17.7
"1607",10,2.08,11,4,13,20.8
"1608",20,0.85,10,2,14,17
"1609",8,10.4,10,3,15,83.2
"1610",12,1.69,10,1,12,20.28
"1611",12,1.25,11,3,12,15
"1612",12,3.75,10,4,13,45
"1613",10,6.75,7,5,12,67.5
"1614",2,4.13,11,3,15,8.26
"1615",1,15.79,12,4,9,15.79
"1616",4,4.95,9,3,13,19.8
"1617",1,2.46,8,2,10,2.46
"1618",1,3.29,7,3,16,3.29
"1619",3,2.95,2,1,15,8.85
"1620",12,1.65,6,4,14,19.8
"1621",6,1.25,5,3,17,7.5
"1622",1,2.89,6,2,11,2.89
"1623",2,1.25,5,7,13,2.5
"1624",12,0.65,2,5,12,7.8
"1625",6,1.25,3,4,19,7.5
"1626",10,1.65,6,5,15,16.5
"1627",5,4.15,7,5,16,20.75
"1628",6,1.65,3,4,13,9.9
"1629",2,0.79,12,4,12,1.58
"1630",3,4.13,8,4,16,12.39
"1631",1,5.95,4,1,10,5.95
"1632",40,1.25,11,2,15,50
"1633",4,1.63,9,1,15,6.52
"1634",10,1.65,11,1,12,16.5
"1635",2,2.1,2,1,15,4.2
"1636",2,1.63,10,2,17,3.26
"1637",6,2.95,12,7,12,17.7
"1638",1,2.46,2,5,11,2.46
"1639",2,0.83,7,2,17,1.66
"1640",1,1.65,9,4,12,1.65
"1641",1,4.15,8,7,12,4.15
"1642",1,7.95,5,4,17,7.95
"1643",2,7.95,12,3,14,15.9
"1644",2,0.29,12,1,14,0.58
"1645",7,0.85,12,7,16,5.95
"1646",12,1.65,8,1,15,19.8
"1647",4,4.95,11,3,15,19.8
"1648",2,1.65,11,3,13,3.3
"1649",2,2.51,12,5,14,5.02
"1650",8,0.83,9,7,11,6.64
"1651",12,0.85,12,4,10,10.2
"1652",10,2.08,11,3,10,20.8
"1653",6,1.25,6,4,9,7.5
"1654",4,3.75,10,1,10,15
"1655",100,1.79,8,3,16,179
"1656",1,1.95,2,3,10,1.95
"1657",3,5.95,2,1,15,17.85
"1658",5,8.29,10,5,10,41.45
"1659",3,5.79,4,5,15,17.37
"1660",1,2.46,5,2,15,2.46
"1661",4,1.65,7,1,13,6.6
"1662",12,1.45,1,2,11,17.4
"1663",30,1.65,5,1,15,49.5
"1664",24,0.65,6,5,11,15.6
"1665",3,1.65,7,7,14,4.95
"1666",2,0.42,7,5,13,0.84
"1667",2,2.95,6,7,15,5.9
"1668",12,0.65,9,7,14,7.8
"1669",20,1.25,8,5,12,25
"1670",48,1.85,7,2,14,88.8
"1671",1,2.95,2,1,14,2.95
"1672",1,1.66,12,1,13,1.66
"1673",1,8.29,10,1,17,8.29
"1674",10,1.25,10,4,13,12.5
"1675",-1,16.5,5,4,14,-16.5
"1676",1,2.46,12,4,9,2.46
"1677",12,1.25,11,3,13,15
"1678",6,2.1,2,1,9,12.6
"1679",2,8.25,9,4,10,16.5
"1680",1,2.46,7,4,16,2.46
"1681",10,2.08,6,2,11,20.8
"1682",1,3.75,11,4,14,3.75
"1683",2,9.95,1,1,9,19.9
"1684",24,1.25,4,4,13,30
"1685",16,1.95,1,2,13,31.2
"1686",96,0.65,2,4,15,62.4
"1687",1,1.25,3,3,11,1.25
"1688",24,1.49,12,4,12,35.76
"1689",1,2.08,12,3,14,2.08
"1690",48,2.55,10,1,9,122.4
"1691",6,4.15,7,1,11,24.9
"1692",6,4.15,9,4,14,24.9
"1693",3,16.95,5,4,11,50.85
"1694",48,1,10,2,17,48
"1695",2,4.13,8,4,14,8.26
"1696",3,0.79,12,1,16,2.37
"1697",2,1.25,4,1,12,2.5
"1698",1,4.13,12,5,10,4.13
"1699",1,5.79,7,1,11,5.79
"1700",3,5.95,10,1,14,17.85
"1701",1,3.29,12,1,11,3.29
"1702",12,1.95,9,4,15,23.4
"1703",2,7.95,12,4,11,15.9
"1704",3,1.45,11,3,12,4.35
"1705",10,1.65,9,7,15,16.5
"1706",2,0.42,9,7,14,0.84
"1707",2,4.13,11,1,15,8.26
"1708",24,0.75,2,4,11,18
"1709",3,39.95,1,5,16,119.85
"1710",2,8.95,6,4,15,17.9
"1711",10,7.08,11,4,12,70.8
"1712",1,3.95,1,5,11,3.95
"1713",1,10.95,3,1,14,10.95
"1714",1,2.1,6,3,12,2.1
"1715",2,7.46,2,2,16,14.92
"1716",6,0.85,6,1,13,5.1
"1717",8,1.69,5,5,14,13.52
"1718",1,1.95,5,3,11,1.95
"1719",17,0.42,7,2,17,7.14
"1720",1,2.1,6,7,13,2.1
"1721",2,0.85,11,7,14,1.7
"1722",12,0.42,10,4,12,5.04
"1723",2,3.29,12,5,10,6.58
"1724",-4,3.75,10,1,11,-15
"1725",8,2.95,1,4,10,23.6
"1726",1,19.95,9,5,14,19.95
"1727",2,1.45,9,7,11,2.9
"1728",10,1.65,5,5,14,16.5
"1729",1,2.46,9,2,16,2.46
"1730",320,1,11,2,9,320
"1731",1,1.65,12,4,12,1.65
"1732",1,0.95,10,4,14,0.95
"1733",48,0.85,11,4,10,40.8
"1734",1,0.85,12,7,10,0.85
"1735",24,1.95,12,3,10,46.8
"1736",16,0.42,1,1,9,6.72
"1737",1,4.95,11,5,12,4.95
"1738",5,4.13,7,2,15,20.65
"1739",3,18,11,5,13,54
"1740",5,2.1,5,2,14,10.5
"1741",12,0.42,9,4,19,5.04
"1742",10,0.85,11,5,15,8.5
"1743",4,3.75,5,2,12,15
"1744",3,2.46,6,5,14,7.38
"1745",1,218.08,3,5,12,218.08
"1746",10,1.65,9,7,12,16.5
"1747",12,0.65,2,2,13,7.8
"1748",1,1.25,8,4,17,1.25
"1749",24,1.25,5,2,9,30
"1750",6,5.79,11,3,16,34.74
"1751",24,1.25,12,5,12,30
"1752",2,8.5,6,2,12,17
"1753",6,2.1,9,7,13,12.6
"1754",1,8.32,3,2,15,8.32
"1755",4,3.75,12,2,12,15
"1756",2,4.95,12,4,10,9.9
"1757",1,1.45,11,1,11,1.45
"1758",3,1.65,12,4,13,4.95
"1759",4,1.65,9,2,16,6.6
"1760",12,1.45,6,7,15,17.4
"1761",1,2.95,11,7,12,2.95
"1762",4,2.55,4,4,13,10.2
"1763",3,10.79,12,4,9,32.37
"1764",1,1.45,12,3,17,1.45
"1765",1,1.63,10,1,14,1.63
"1766",4,0.65,12,1,13,2.6
"1767",2,5.79,6,1,9,11.58
"1768",48,0.85,4,4,12,40.8
"1769",12,0.42,12,2,13,5.04
"1770",3,1.65,11,7,16,4.95
"1771",4,3.36,12,2,15,13.44
"1772",4,3.75,1,3,11,15
"1773",36,0.85,12,2,13,30.6
"1774",10,2.08,6,2,12,20.8
"1775",4,0.55,3,2,15,2.2
"1776",3,1.65,7,3,17,4.95
"1777",2,9.95,6,4,12,19.9
"1778",2,2.08,8,7,15,4.16
"1779",2,2.08,10,3,12,4.16
"1780",10,1.65,4,4,10,16.5
"1781",2,2.07,7,1,10,4.14
"1782",4,4.25,10,1,9,17
"1783",1,1.25,9,7,16,1.25
"1784",12,0.95,12,5,12,11.4
"1785",1,1.25,10,4,13,1.25
"1786",2,2.46,6,5,17,4.92
"1787",6,4.95,7,4,12,29.7
"1788",1,2.08,10,1,11,2.08
"1789",1,2.95,12,1,16,2.95
"1790",-1,4.95,8,4,10,-4.95
"1791",1,18.95,1,4,15,18.95
"1792",1,16.63,4,3,11,16.63
"1793",1,0.39,9,7,15,0.39
"1794",2,1.45,11,7,11,2.9
"1795",12,1.25,9,4,13,15
"1796",1,9.95,10,7,12,9.95
"1797",10,1.65,5,4,13,16.5
"1798",6,2.55,3,2,10,15.3
"1799",1,1.63,10,1,17,1.63
"1800",12,1.45,4,5,14,17.4
"1801",48,0.39,3,5,12,18.72
"1802",2,0.83,10,1,17,1.66
"1803",12,0.42,1,1,11,5.04
"1804",6,2.55,1,2,12,15.3
"1805",6,1.25,1,3,12,7.5
"1806",18,4.96,6,3,15,89.28
"1807",3,4.95,8,4,13,14.85
"1808",1,2.46,12,5,10,2.46
"1809",1,4.13,7,5,15,4.13
"1810",4,3.95,7,5,9,15.8
"1811",12,1.65,6,3,11,19.8
"1812",24,0.55,11,4,19,13.2
"1813",1,2.1,3,1,11,2.1
"1814",10,0.82,10,3,13,8.2
"1815",6,2.55,4,5,11,15.3
"1816",2,3.29,12,4,16,6.58
"1817",4,1.25,3,1,16,5
"1818",1,1.45,8,2,12,1.45
"1819",2,1.65,11,4,11,3.3
"1820",12,0.85,9,7,11,10.2
"1821",2,1.63,11,4,9,3.26
"1822",1,2.46,5,1,16,2.46
"1823",48,3.75,6,3,13,180
"1824",1,2.46,7,5,15,2.46
"1825",2,2.08,11,7,15,4.16
"1826",1,3.29,12,4,9,3.29
"1827",-12,0.42,6,1,16,-5.04
"1828",1,0.83,5,1,16,0.83
"1829",4,4.25,11,3,13,17
"1830",80,1.65,3,2,13,132
"1831",8,4.15,9,7,14,33.2
"1832",1,5.06,12,5,17,5.06
"1833",12,1.25,3,2,8,15
"1834",2,4.13,5,1,16,8.26
"1835",24,0.55,10,2,8,13.2
"1836",2,3.75,9,5,14,7.5
"1837",1,9.95,8,7,12,9.95
"1838",1,3.29,4,2,16,3.29
"1839",4,1.25,7,3,16,5
"1840",4,1.66,3,4,18,6.64
"1841",1,0.85,5,1,11,0.85
"1842",12,1.25,10,3,13,15
"1843",1,5.79,8,4,17,5.79
"1844",12,1.95,7,7,13,23.4
"1845",1,2.46,3,5,16,2.46
"1846",3,2.95,12,1,12,8.85
"1847",20,1.25,9,3,13,25
"1848",4,7.95,8,2,12,31.8
"1849",4,4.13,11,2,18,16.52
"1850",12,1.25,11,5,13,15
"1851",-1,9.95,3,5,12,-9.95
"1852",24,0.12,12,1,13,2.88
"1853",8,1.65,9,4,10,13.2
"1854",3,1.25,7,7,11,3.75
"1855",2,4.15,3,5,11,8.3
"1856",2,7.25,1,2,13,14.5
"1857",12,2.1,12,7,10,25.2
"1858",1,7.46,8,5,16,7.46
"1859",4,3.75,11,2,11,15
"1860",1,8.29,12,3,10,8.29
"1861",4,3.75,9,7,15,15
"1862",4,1.65,11,7,14,6.6
"1863",12,1.65,2,4,13,19.8
"1864",12,1.25,9,4,14,15
"1865",2,2.51,12,2,18,5.02
"1866",-3,1.45,11,3,13,-4.35
"1867",12,2.1,11,4,16,25.2
"1868",1,3.75,2,4,13,3.75
"1869",6,2.1,8,4,17,12.6
"1870",6,1.65,2,7,12,9.9
"1871",8,2.55,4,3,9,20.4
"1872",1,2.49,9,5,17,2.49
"1873",1,2.46,9,2,12,2.46
"1874",3,1.25,7,1,11,3.75
"1875",10,2.08,7,5,12,20.8
"1876",1,12.46,7,5,16,12.46
"1877",12,1.65,2,5,10,19.8
"1878",1,2.51,1,3,9,2.51
"1879",1,2.1,11,3,12,2.1
"1880",1,2.1,12,4,20,2.1
"1881",2,8.25,6,4,19,16.5
"1882",24,3.25,1,1,13,78
"1883",1,2.95,11,4,11,2.95
"1884",12,1.25,4,1,16,15
"1885",1,1.63,6,4,15,1.63
"1886",12,0.39,11,3,11,4.68
"1887",1,2.95,5,5,11,2.95
"1888",2,2.08,11,3,11,4.16
"1889",5,1.63,12,4,16,8.15
"1890",24,0.83,10,4,9,19.92
"1891",10,0.83,3,3,16,8.3
"1892",2,1.25,5,4,16,2.5
"1893",2,1.63,12,1,17,3.26
"1894",1,1.25,12,2,12,1.25
"1895",6,0.85,12,3,11,5.1
"1896",16,1.69,6,4,19,27.04
"1897",24,0.55,10,4,13,13.2
"1898",1,3.29,9,3,16,3.29
"1899",3,2.25,3,5,11,6.75
"1900",1,1.25,10,2,12,1.25
"1901",1,1.25,11,7,12,1.25
"1902",1,2.1,9,3,15,2.1
"1903",1,9.96,8,4,14,9.96
"1904",3,0.85,12,3,13,2.55
"1905",6,12.75,10,1,15,76.5
"1906",2,9.95,5,7,16,19.9
"1907",4,8.25,10,3,12,33
"1908",10,1.65,11,4,10,16.5
"1909",1,4.95,7,5,12,4.95
"1910",2,4.15,11,3,15,8.3
"1911",-10,1.25,12,2,14,-12.5
"1912",36,0.21,5,1,11,7.56
"1913",1,1.63,10,2,16,1.63
"1914",6,1.25,3,1,13,7.5
"1915",2,3.25,10,3,12,6.5
"1916",6,0.55,9,3,14,3.3
"1917",1,0.95,12,7,14,0.95
"1918",1,14.13,3,1,10,14.13
"1919",2,8.25,9,1,12,16.5
"1920",6,3.25,3,4,9,19.5
"1921",2,8.5,9,2,10,17
"1922",1,1.45,12,4,10,1.45
"1923",2,1.65,9,1,11,3.3
"1924",1,4.13,8,3,16,4.13
"1925",1,4.13,3,1,17,4.13
"1926",1,4.13,3,1,17,4.13
"1927",4,1.65,11,2,13,6.6
"1928",6,1.25,7,7,12,7.5
"1929",16,2.95,1,4,12,47.2
"1930",6,2.1,10,5,14,12.6
"1931",4,4.25,11,3,16,17
"1932",4,8.29,1,1,17,33.16
"1933",1,7.95,8,4,13,7.95
"1934",2,4.25,11,2,15,8.5
"1935",100,1.79,6,5,16,179
"1936",1,0.55,5,5,16,0.55
"1937",5,1.63,9,3,15,8.15
"1938",1,2.46,1,5,17,2.46
"1939",2,4.95,6,4,15,9.9
"1940",10,1.65,8,1,10,16.5
"1941",2,7.95,7,1,16,15.9
"1942",200,1.25,10,5,17,250
"1943",16,1.69,10,4,12,27.04
"1944",1,2.95,11,7,12,2.95
"1945",2,1.25,9,4,11,2.5
"1946",40,0.72,1,2,10,28.8
"1947",1,4.13,9,5,17,4.13
"1948",1,9.95,8,7,15,9.95
"1949",25,0.42,11,2,13,10.5
"1950",1,5.95,8,3,16,5.95
"1951",1,8.29,7,3,15,8.29
"1952",1,7.5,12,5,10,7.5
"1953",4,0.85,6,7,13,3.4
"1954",25,0.42,2,4,13,10.5
"1955",1,3.29,7,5,16,3.29
"1956",5,2.95,12,2,8,14.75
"1957",10,1.65,10,5,8,16.5
"1958",1,0.39,3,3,12,0.39
"1959",1,4.13,4,2,16,4.13
"1960",6,2.55,12,2,10,15.3
"1961",4,3.75,9,1,12,15
"1962",1,0.65,4,2,15,0.65
"1963",-48,2.55,8,4,14,-122.4
"1964",10,0.85,5,2,10,8.5
"1965",10,1.65,11,3,11,16.5
"1966",96,0.64,8,4,10,61.44
"1967",1,0.83,1,2,15,0.83
"1968",4,3.75,10,5,12,15
"1969",10,2.08,11,2,15,20.8
"1970",1,8.29,12,3,10,8.29
"1971",8,1.25,11,5,15,10
"1972",2,1.63,12,5,16,3.26
"1973",6,2.95,9,3,11,17.7
"1974",12,0.65,6,4,17,7.8
"1975",6,2.1,5,7,12,12.6
"1976",1,0.83,11,2,12,0.83
"1977",3,3.75,9,7,15,11.25
"1978",4,2.55,2,2,12,10.2
"1979",3,5.95,2,3,8,17.85
"1980",12,0.42,9,1,16,5.04
"1981",12,2.95,3,4,10,35.4
"1982",1,16.63,9,2,14,16.63
"1983",48,4.15,8,2,9,199.2
"1984",6,0.83,10,1,13,4.98
"1985",2,6.25,10,7,12,12.5
"1986",144,0.39,10,2,15,56.16
"1987",3,1.65,7,4,12,4.95
"1988",1,4.15,5,2,16,4.15
"1989",6,3.75,9,3,12,22.5
"1990",1,0.42,7,1,15,0.42
"1991",12,2.55,11,7,13,30.6
"1992",1,8.29,12,1,17,8.29
"1993",24,1.25,1,1,13,30
"1994",16,0.85,2,2,14,13.6
"1995",3,2.08,4,1,16,6.24
"1996",1,1.63,12,1,17,1.63
"1997",2,1.63,12,1,11,3.26
"1998",1,2.51,12,5,14,2.51
"1999",3,3.29,12,4,9,9.87
"2000",1,5.95,7,4,16,5.95
"2001",12,1.25,11,4,13,15
"2002",4,5.95,4,7,14,23.8
"2003",1,1.25,12,4,12,1.25
"2004",1,1.63,4,2,16,1.63
"2005",1,1.63,6,2,15,1.63
"2006",1,4.21,12,5,14,4.21
"2007",2,2.1,12,7,13,4.2
"2008",12,0.79,7,4,14,9.48
"2009",12,1.65,5,5,11,19.8
"2010",6,2.95,12,4,10,17.7
"2011",200,1.65,12,3,12,330
"2012",2,2.46,9,3,16,4.92
"2013",1,4.13,10,1,17,4.13
"2014",2,16.63,11,4,9,33.26
"2015",2,2.1,7,4,17,4.2
"2016",1,1.25,9,5,11,1.25
"2017",6,0.55,9,5,13,3.3
"2018",1,1.25,6,7,12,1.25
"2019",1,6.95,11,2,14,6.95
"2020",1,9.95,4,7,15,9.95
"2021",5,1.66,12,5,9,8.3
"2022",1,2.08,11,1,12,2.08
"2023",5,2.55,8,4,16,12.75
"2024",24,1.49,1,4,15,35.76
"2025",3,1.65,2,4,17,4.95
"2026",24,0.29,11,5,14,6.96
"2027",1,4.21,1,1,14,4.21
"2028",2,0.29,7,2,14,0.58
"2029",1,0.42,12,1,17,0.42
"2030",1,4.95,11,5,11,4.95
"2031",25,0.42,4,2,11,10.5
"2032",8,4.13,4,1,15,33.04
"2033",13,2.46,2,5,14,31.98
"2034",25,0.42,11,2,11,10.5
"2035",1,2.55,11,7,10,2.55
"2036",3,2.08,11,7,12,6.24
"2037",2,3.75,8,7,15,7.5
"2038",3,0.55,3,7,13,1.65
"2039",12,2.1,3,5,9,25.2
"2040",3,5.95,9,7,14,17.85
"2041",2,2.1,5,5,13,4.2
"2042",12,4.95,3,3,15,59.4
"2043",2,0.83,9,5,9,1.66
"2044",12,1.69,11,5,14,20.28
"2045",1,0.85,12,7,13,0.85
"2046",96,1.25,11,3,14,120
"2047",1,20,12,2,12,20
"2048",12,4.95,10,1,10,59.4
"2049",2,5.79,1,4,18,11.58
"2050",2,8.5,2,1,10,17
"2051",12,1.45,2,5,11,17.4
"2052",12,0.85,10,1,15,10.2
"2053",1,1.25,12,4,20,1.25
"2054",12,1.25,10,5,10,15
"2055",2,1.63,11,4,15,3.26
"2056",2,2.95,2,4,12,5.9
"2057",10,1.65,5,7,14,16.5
"2058",1,5.79,2,3,12,5.79
"2059",7,1.65,6,7,11,11.55
"2060",11,1.63,3,2,9,17.93
"2061",12,0.85,9,4,14,10.2
"2062",2,0.85,11,4,14,1.7
"2063",1,1.25,11,7,11,1.25
"2064",2,7.46,11,5,15,14.92
"2065",6,1.25,6,2,15,7.5
"2066",6,0.55,9,4,14,3.3
"2067",7,1.95,11,5,13,13.65
"2068",3,4.95,10,3,10,14.85
"2069",2,1.65,11,3,13,3.3
"2070",3,4.95,2,1,12,14.85
"2071",4,3.75,4,3,13,15
"2072",30,1.95,12,4,9,58.5
"2073",6,0.83,11,3,16,4.98
"2074",8,3.75,2,5,15,30
"2075",25,0.42,12,2,12,10.5
"2076",6,2.55,1,2,12,15.3
"2077",1,9.95,9,5,17,9.95
"2078",1,11.02,12,2,13,11.02
"2079",1,1.63,3,3,16,1.63
"2080",1,4.25,11,2,12,4.25
"2081",2,2.55,5,7,13,5.1
"2082",1,0.65,8,4,19,0.65
"2083",1,0.83,7,5,16,0.83
"2084",3,2.95,11,5,13,8.85
"2085",2,4.25,11,4,11,8.5
"2086",120,1.45,11,2,8,174
"2087",12,1.65,8,2,11,19.8
"2088",10,0.85,7,3,9,8.5
"2089",4,1.65,11,2,16,6.6
"2090",12,1.25,10,2,15,15
"2091",2,14.95,12,1,11,29.9
"2092",1,1.69,11,2,11,1.69
"2093",48,1.85,9,2,11,88.8
"2094",24,1.25,11,1,12,30
"2095",1,1.65,11,3,12,1.65
"2096",96,0.72,1,3,12,69.12
"2097",1,2.95,8,7,12,2.95
"2098",12,1.25,8,4,11,15
"2099",-9,2.95,9,3,10,-26.55
"2100",12,1.25,6,4,15,15
"2101",1,2.08,2,5,14,2.08
"2102",8,1.95,12,4,13,15.6
"2103",1,4.15,11,1,10,4.15
"2104",4,4.25,2,5,11,17
"2105",12,1.25,3,4,16,15
"2106",12,1.65,11,3,8,19.8
"2107",12,14.95,6,3,10,179.4
"2108",12,1.25,1,7,14,15
"2109",1,0.42,8,3,15,0.42
"2110",1,2.95,11,4,14,2.95
"2111",1,14.13,3,2,13,14.13
"2112",3,2.46,3,4,18,7.38
"2113",4,1.65,7,1,17,6.6
"2114",2,1.25,11,5,14,2.5
"2115",1,5.79,8,2,10,5.79
"2116",10,1.65,11,1,10,16.5
"2117",1,2.55,4,5,17,2.55
"2118",12,8.15,9,4,14,97.8
"2119",3,6.63,10,2,10,19.89
"2120",2,9.95,5,4,17,19.9
"2121",6,1.95,11,2,9,11.7
"2122",1,2.95,8,7,16,2.95
"2123",8,3.75,6,4,10,30
"2124",2,7.5,6,1,11,15
"2125",25,0.42,7,2,14,10.5
"2126",4,12.75,10,1,12,51
"2127",8,3.75,9,5,13,30
"2128",24,0.39,11,4,12,9.36
"2129",1,3.75,11,7,14,3.75
"2130",6,1.65,10,2,13,9.9
"2131",3,5.95,11,2,12,17.85
"2132",1,4.13,11,3,15,4.13
"2133",100,1.45,7,7,10,145
"2134",12,1.45,11,4,18,17.4
"2135",2,9.95,3,2,10,19.9
"2136",4,3.75,3,4,11,15
"2137",7,1.25,4,3,12,8.75
"2138",1,2.46,4,1,13,2.46
"2139",12,1.65,8,5,17,19.8
"2140",10,1.65,8,4,9,16.5
"2141",48,0.42,5,7,15,20.16
"2142",24,0.39,10,3,14,9.36
"2143",2,4.15,8,3,12,8.3
"2144",12,1.25,2,1,9,15
"2145",1,8.5,8,2,11,8.5
"2146",6,1.25,7,1,17,7.5
"2147",4,8.25,4,2,10,33
"2148",12,0.85,2,2,11,10.2
"2149",8,3.95,8,5,12,31.6
"2150",4,0.83,6,3,15,3.32
"2151",8,2.89,10,3,10,23.12
"2152",12,2.55,9,5,10,30.6
"2153",-1,5.95,2,5,14,-5.95
"2154",1,3.29,3,2,15,3.29
"2155",-1,5.95,3,1,13,-5.95
"2156",3,7.46,10,2,18,22.38
"2157",1,12.46,11,2,15,12.46
"2158",1,1.63,11,3,15,1.63
"2159",1,4.13,7,4,16,4.13
"2160",3,25.49,12,3,14,76.47
"2161",6,5.79,11,3,11,34.74
"2162",1,3.75,10,7,14,3.75
"2163",3,3.36,12,5,14,10.08
"2164",2,2.08,11,3,10,4.16
"2165",12,1.25,11,3,14,15
"2166",10,1.65,11,7,11,16.5
"2167",1,39.95,11,1,9,39.95
