"","Quantity","UnitPrice","month","week","time","Sales"
"1457",24,1.25,1,3,9,30
"1458",3,3.36,1,3,16,10.08
"1459",4,0.39,11,4,19,1.56
"1460",2,1.25,7,2,16,2.5
"1461",1,2.95,8,5,15,2.95
"1462",1,2.1,4,2,16,2.1
"1463",1,1.45,9,4,15,1.45
"1464",4,3.75,10,4,10,15
"1465",21,1.65,12,4,9,34.65
"1466",12,1.65,3,4,14,19.8
"1467",1,8.29,9,3,16,8.29
"1468",12,1.25,2,2,9,15
"1469",1,10.79,8,5,16,10.79
"1470",1,6.63,2,3,12,6.63
"1471",10,2.08,6,3,12,20.8
"1472",12,0.83,6,3,13,9.96
"1473",10,2.08,11,1,15,20.8
"1474",4,2.95,4,3,14,11.8
"1475",2,1.63,11,5,15,3.26
"1476",12,0.85,8,5,13,10.2
"1477",6,2.55,2,3,14,15.3
"1478",3,3.29,6,3,17,9.87
"1479",12,1.25,8,3,12,15
"1480",1,2.1,1,7,13,2.1
"1481",6,2.55,11,1,15,15.3
"1482",1,16.95,9,7,11,16.95
"1483",10,1.65,11,7,11,16.5
"1484",1,0.83,4,1,15,0.83
"1485",2,0.83,11,3,15,1.66
"1486",12,0.42,11,3,8,5.04
"1487",4,4.13,11,2,15,16.52
"1488",4,4.25,10,5,14,17
"1489",25,0.42,6,4,11,10.5
"1490",24,0.55,1,4,14,13.2
"1491",1,4.21,12,1,15,4.21
"1492",12,0.85,5,4,19,10.2
"1493",1,15.79,11,7,11,15.79
"1494",2,1.65,11,2,17,3.3
"1495",2,4.15,11,7,11,8.3
"1496",1,5.79,2,3,13,5.79
"1497",1,8.95,4,1,13,8.95
"1498",3,1.25,11,3,15,3.75
"1499",3,0.55,2,2,17,1.65
"1500",3,1.25,1,3,14,3.75
"1501",2,7.46,12,1,17,14.92
"1502",24,0.79,9,2,9,18.96
"1503",10,0.82,11,3,13,8.2
"1504",1,2.55,10,1,14,2.55
"1505",2,1.63,11,2,16,3.26
"1506",-2,0.85,1,5,11,-1.7
"1507",1,2.46,4,1,16,2.46
"1508",12,2.1,11,4,14,25.2
"1509",4,1.65,10,7,15,6.6
"1510",2,8.5,7,4,8,17
"1511",4,1.24,5,2,15,4.96
"1512",12,1.25,6,7,13,15
"1513",4,3.75,2,1,12,15
"1514",10,0.85,9,4,12,8.5
"1515",24,1.45,10,3,12,34.8
"1516",-1,3.81,1,4,12,-3.81
"1517",12,0.85,6,4,20,10.2
"1518",4,4.25,6,7,15,17
"1519",1,11.02,12,2,15,11.02
"1520",1,3.75,3,3,14,3.75
"1521",12,1.95,5,2,15,23.4
"1522",2,1.25,8,5,12,2.5
"1523",4,2.46,7,3,16,9.84
"1524",1,2.46,9,5,14,2.46
"1525",3,5.79,12,1,17,17.37
"1526",10,0.43,12,1,9,4.3
"1527",12,1.25,3,7,12,15
"1528",2,3.75,1,7,11,7.5
"1529",1,2.46,6,3,17,2.46
"1530",6,1.65,1,3,11,9.9
"1531",-1,3.95,6,3,12,-3.95
"1532",2,6.25,9,5,15,12.5
"1533",6,4.95,8,3,12,29.7
"1534",2,1.25,9,5,13,2.5
"1535",1,4.95,5,7,16,4.95
"1536",4,3.75,11,7,13,15
"1537",12,1.65,5,7,11,19.8
"1538",10,1.65,4,2,9,16.5
"1539",1,1.25,11,2,15,1.25
"1540",1,2.46,3,1,10,2.46
"1541",10,1.25,10,2,9,12.5
"1542",1,5.79,4,2,11,5.79
"1543",1,3.29,4,3,17,3.29
"1544",2,0.65,11,7,11,1.3
"1545",1,4.13,3,2,9,4.13
"1546",24,0.39,12,4,13,9.36
"1547",3,1.95,3,2,17,5.85
"1548",1,0.65,10,4,16,0.65
"1549",1,0.83,3,2,15,0.83
"1550",2,1.65,11,7,11,3.3
"1551",2,3.75,9,7,14,7.5
"1552",3,1.25,5,3,13,3.75
"1553",4,2.1,2,4,18,8.4
"1554",1,7.95,11,7,13,7.95
"1555",9,2.46,8,3,10,22.14
"1556",24,0.85,5,2,11,20.4
"1557",1,14.96,11,4,9,14.96
"1558",18,0.65,12,7,13,11.7
"1559",2,8.25,10,3,14,16.5
"1560",-1,8.95,7,1,14,-8.95
"1561",2,9.95,9,1,12,19.9
"1562",10,0.85,6,1,17,8.5
"1563",1,24.96,12,3,10,24.96
"1564",2,12.75,11,5,15,25.5
"1565",1,4.96,12,2,16,4.96
"1566",6,1.95,6,2,14,11.7
"1567",6,2.1,7,4,12,12.6
"1568",2,0.65,10,2,14,1.3
"1569",2,5.75,8,1,15,11.5
"1570",2,2.46,2,3,12,4.92
"1571",1,20.79,9,2,16,20.79
"1572",12,1.95,10,3,9,23.4
"1573",1,9.95,1,5,11,9.95
"1574",3,2.92,7,1,10,8.76
"1575",3,0.39,10,4,13,1.17
"1576",5,1.63,9,1,15,8.15
"1577",3,2.46,10,3,14,7.38
"1578",6,2.08,1,5,15,12.48
"1579",16,0.65,7,7,13,10.4
"1580",6,1.25,5,7,14,7.5
"1581",1,0.55,6,3,14,0.55
"1582",1,0.42,6,3,15,0.42
"1583",1,4.15,10,3,13,4.15
"1584",3,2.55,6,3,16,7.65
"1585",3,4.13,5,5,15,12.39
"1586",1,8.25,11,1,12,8.25
"1587",6,2.95,5,4,17,17.7
"1588",4,3.95,12,5,14,15.8
"1589",1,2.1,10,7,14,2.1
"1590",1,1.65,11,4,10,1.65
"1591",4,4.95,11,1,11,19.8
"1592",5,5.79,7,5,16,28.95
"1593",10,1.95,12,5,13,19.5
"1594",1,1.65,3,2,13,1.65
"1595",2,2.95,7,3,11,5.9
"1596",1,5.95,4,5,11,5.95
"1597",10,1.25,2,2,15,12.5
"1598",2,8.25,10,1,11,16.5
"1599",1,3.95,3,1,14,3.95
"1600",3,2.46,1,5,14,7.38
"1601",5,1.63,7,1,10,8.15
"1602",2,12.75,4,1,12,25.5
"1603",24,1.25,11,3,16,30
"1604",12,1.65,2,7,13,19.8
"1605",6,2.95,7,2,9,17.7
"1606",25,0.42,10,7,14,10.5
"1607",1,29.79,12,5,9,29.79
"1608",10,1.65,6,4,16,16.5
"1609",3,0.65,11,2,12,1.95
"1610",1,2.46,5,1,16,2.46
"1611",1,7.46,5,2,9,7.46
"1612",2,6.35,3,2,16,12.7
"1613",8,0.42,6,7,14,3.36
"1614",1,16.98,12,4,14,16.98
"1615",1,1.63,11,1,15,1.63
"1616",1,25.49,12,1,9,25.49
"1617",4,4.95,8,5,15,19.8
"1618",3,0.85,11,1,12,2.55
"1619",10,2.08,9,5,10,20.8
"1620",2,2.13,12,2,15,4.26
"1621",8,1.25,5,7,13,10
"1622",1,0.42,11,7,11,0.42
"1623",11,0.85,10,5,17,9.35
"1624",1,3.75,3,2,17,3.75
"1625",6,2.95,11,2,16,17.7
"1626",72,0.29,1,4,10,20.88
"1627",6,2.55,5,3,10,15.3
"1628",12,0.72,9,4,14,8.64
"1629",24,0.55,10,1,14,13.2
"1630",3,4.95,3,3,12,14.85
"1631",4,4.25,10,4,15,17
"1632",1,0.39,11,7,11,0.39
"1633",12,1.95,11,2,16,23.4
"1634",5,1.69,6,4,11,8.45
"1635",6,1.95,7,5,13,11.7
"1636",24,0.85,2,4,16,20.4
"1637",6,2.95,1,4,17,17.7
"1638",1,5.91,12,1,9,5.91
"1639",11,0.65,6,3,16,7.15
"1640",1,4.13,11,1,12,4.13
"1641",8,1.95,3,4,12,15.6
"1642",4,4.25,5,5,15,17
"1643",1,2.46,11,2,16,2.46
"1644",2,7.95,9,3,11,15.9
"1645",1,0.65,10,3,16,0.65
"1646",12,1.25,2,5,14,15
"1647",1,0.85,10,5,11,0.85
"1648",12,1.25,5,7,12,15
"1649",3,3.95,4,4,13,11.85
"1650",3,0.63,10,2,16,1.89
"1651",20,0.55,9,4,10,11
"1652",24,0.55,1,1,11,13.2
"1653",6,2.95,10,1,14,17.7
"1654",6,2.08,11,3,13,12.48
"1655",1,4.95,10,4,15,4.95
"1656",1,14.96,6,4,17,14.96
"1657",1,0.83,11,5,17,0.83
"1658",6,2.95,11,5,10,17.7
"1659",2,1.45,11,4,13,2.9
"1660",6,4.25,9,1,15,25.5
"1661",2,0.42,3,3,14,0.84
"1662",1,2.95,11,3,11,2.95
"1663",12,1.45,9,4,9,17.4
"1664",8,4.15,7,1,11,33.2
"1665",2,7.95,12,1,15,15.9
"1666",3,2.1,11,2,15,6.3
"1667",3,2.95,6,3,12,8.85
"1668",1,1.65,9,4,14,1.65
"1669",10,2.08,5,5,9,20.8
"1670",1,1.25,11,1,11,1.25
"1671",10,2.1,11,7,13,21
"1672",5,1.25,6,3,13,6.25
"1673",1,1.63,9,1,15,1.63
"1674",2,0.42,8,1,13,0.84
"1675",1,3.36,12,3,17,3.36
"1676",12,1.65,8,3,16,19.8
"1677",2,4.96,10,5,11,9.92
"1678",1,5.91,12,1,9,5.91
"1679",3,4.95,11,4,16,14.85
"1680",2,8.47,12,5,14,16.94
"1681",12,1.65,3,4,8,19.8
"1682",4,1.25,12,3,15,5
"1683",2,1.25,11,4,17,2.5
"1684",1,2.95,11,4,16,2.95
"1685",6,2.95,1,1,9,17.7
"1686",2,0.79,10,7,12,1.58
"1687",1,4.96,3,4,16,4.96
"1688",2,16.95,5,2,11,33.9
"1689",24,0.55,11,7,10,13.2
"1690",1,8.29,10,5,15,8.29
"1691",48,0.19,7,3,14,9.12
"1692",2,12.46,2,2,16,24.92
"1693",1,1.63,2,2,14,1.63
"1694",1,3.75,9,2,12,3.75
"1695",3,6.95,7,5,11,20.85
"1696",1,12.46,3,1,10,12.46
"1697",1,5.06,1,1,9,5.06
"1698",1,7.95,12,2,15,7.95
"1699",12,2.95,7,3,15,35.4
"1700",2,1.25,3,7,12,2.5
"1701",1,16.98,12,3,17,16.98
"1702",12,0.83,7,1,12,9.96
"1703",12,1.65,8,3,16,19.8
"1704",3,1.25,10,7,11,3.75
"1705",1,1.25,6,7,13,1.25
"1706",12,0.42,5,4,13,5.04
"1707",1,3.29,3,5,15,3.29
"1708",10,2.08,11,2,16,20.8
"1709",24,0.85,6,1,9,20.4
"1710",2,4.15,10,7,12,8.3
"1711",2,2.95,12,3,11,5.9
"1712",12,0.85,7,1,11,10.2
"1713",3,0.85,11,4,16,2.55
"1714",1,1.95,1,5,13,1.95
"1715",2,1.25,9,5,16,2.5
"1716",2,2.1,11,3,11,4.2
"1717",3,4.95,8,2,15,14.85
"1718",1,2.46,10,1,17,2.46
"1719",1,19.96,7,2,16,19.96
"1720",3,2.1,12,1,14,6.3
"1721",4,5.75,11,2,15,23
"1722",1,2.1,10,2,13,2.1
"1723",1,4.21,12,5,17,4.21
"1724",25,0.42,11,7,15,10.5
"1725",11,2.08,5,5,15,22.88
"1726",1,5.79,4,3,17,5.79
"1727",31,0.42,12,5,10,13.02
"1728",1,3.29,6,2,11,3.29
"1729",12,0.42,9,7,15,5.04
"1730",3,7.5,8,7,12,22.5
"1731",3,1.65,5,3,15,4.95
"1732",2,4.15,11,1,12,8.3
"1733",1,8.29,4,5,10,8.29
"1734",2,2.08,10,5,11,4.16
"1735",1,2.95,12,2,9,2.95
"1736",6,1.65,11,1,15,9.9
"1737",1,3.29,11,4,9,3.29
"1738",1,2.95,12,5,14,2.95
"1739",1,1.95,2,7,14,1.95
"1740",5,2.46,4,1,13,12.3
"1741",2,8.25,11,1,11,16.5
"1742",10,3.75,1,3,12,37.5
"1743",1,0.29,9,4,12,0.29
"1744",6,4.15,10,4,14,24.9
"1745",2,2.95,2,7,11,5.9
"1746",6,1.25,2,1,16,7.5
"1747",12,1.65,5,3,10,19.8
"1748",1,3.29,11,3,15,3.29
"1749",9,1.45,11,7,15,13.05
"1750",6,2.08,12,4,11,12.48
"1751",41,0.83,10,1,14,34.03
"1752",2,7.95,6,5,13,15.9
"1753",2,1.25,11,3,11,2.5
"1754",1,20.79,6,3,17,20.79
"1755",8,1.25,11,1,10,10
"1756",4,1.65,7,7,12,6.6
"1757",12,1.25,4,5,8,15
"1758",25,0.42,2,3,12,10.5
"1759",8,1.95,1,4,12,15.6
"1760",1,0.55,11,7,14,0.55
"1761",10,1.65,7,3,11,16.5
"1762",4,3.75,1,3,10,15
"1763",1,14.95,2,5,12,14.95
"1764",1,0.79,12,4,12,0.79
"1765",1,1.63,5,4,10,1.63
"1766",4,3.75,11,5,8,15
"1767",2,1.65,10,3,13,3.3
"1768",1,4.95,11,7,11,4.95
"1769",1,5.91,12,1,15,5.91
"1770",1,3.29,7,5,9,3.29
"1771",3,4.95,12,7,16,14.85
"1772",1,4.95,2,7,15,4.95
"1773",3,1.95,3,3,12,5.85
"1774",12,0.85,10,3,8,10.2
"1775",5,2.1,10,2,12,10.5
"1776",24,0.42,7,4,14,10.08
"1777",10,1.25,2,5,11,12.5
"1778",1,2.46,1,5,17,2.46
"1779",12,0.42,7,1,11,5.04
"1780",3,7.5,8,3,14,22.5
"1781",2,3.75,3,2,12,7.5
"1782",2,2.95,12,4,12,5.9
"1783",4,4.95,7,3,12,19.8
"1784",1,8.29,9,4,15,8.29
"1785",3,0.79,7,2,16,2.37
"1786",4,3.29,5,2,15,13.16
"1787",1,4.24,1,1,16,4.24
"1788",12,2.08,8,5,14,24.96
"1789",1,8.5,8,3,16,8.5
"1790",4,2.08,9,4,13,8.32
"1791",10,2.95,8,2,12,29.5
"1792",-6,1.25,11,1,15,-7.5
"1793",1,8.29,11,3,15,8.29
"1794",24,0.55,7,5,13,13.2
"1795",1,2.95,1,7,11,2.95
"1796",2,0.83,11,5,13,1.66
"1797",2,1.25,12,4,20,2.5
"1798",25,0.42,11,3,10,10.5
"1799",3,4.13,2,5,13,12.39
"1800",2,12.75,4,5,9,25.5
"1801",1,4.13,11,4,15,4.13
"1802",1,0.65,4,7,13,0.65
"1803",1,2.46,3,5,12,2.46
"1804",1,4.96,5,2,15,4.96
"1805",2,1.25,12,7,15,2.5
"1806",1,0.62,12,5,14,0.62
"1807",12,0.65,6,1,8,7.8
"1808",4,4.95,9,5,13,19.8
"1809",4,4.95,3,2,9,19.8
"1810",24,0.55,10,3,13,13.2
"1811",1,3.75,1,7,12,3.75
"1812",8,0.83,3,4,18,6.64
"1813",1,2.46,12,5,10,2.46
"1814",12,1.95,11,3,15,23.4
"1815",4,7.95,3,3,12,31.8
"1816",3,1.63,9,4,16,4.89
"1817",6,2.95,7,7,11,17.7
"1818",1,2.95,12,3,12,2.95
"1819",12,0.42,3,7,13,5.04
"1820",12,1.65,11,7,16,19.8
"1821",2,12.75,3,4,14,25.5
"1822",12,2.95,3,4,15,35.4
"1823",1,4.13,1,1,12,4.13
"1824",1,0.83,1,5,17,0.83
"1825",6,2.1,9,4,9,12.6
"1826",6,1.66,1,5,13,9.96
"1827",1,24.95,7,7,15,24.95
"1828",1,0.85,12,4,13,0.85
"1829",1,2.95,2,1,15,2.95
"1830",4,4.25,12,7,10,17
"1831",1,5.95,3,4,19,5.95
"1832",1,2.46,11,5,17,2.46
"1833",3,8.29,7,5,11,24.87
"1834",6,1.25,10,2,11,7.5
"1835",1,2.95,12,7,13,2.95
"1836",4,4.15,9,3,10,16.6
"1837",3,4.15,11,2,11,12.45
"1838",12,1.25,2,5,13,15
"1839",4,1.45,11,2,11,5.8
"1840",1,5.79,2,2,12,5.79
"1841",1,5.79,5,2,15,5.79
"1842",1,3.36,12,4,14,3.36
"1843",2,4.13,11,4,9,8.26
"1844",4,1.45,3,7,13,5.8
"1845",1,3.75,3,3,11,3.75
"1846",1,1.63,8,5,16,1.63
"1847",1,2.46,3,1,17,2.46
"1848",20,0.85,6,1,10,17
"1849",24,0.42,8,2,9,10.08
"1850",20,0.85,11,1,13,17
"1851",6,2.95,9,5,9,17.7
"1852",12,1.25,7,3,13,15
"1853",1,0.83,2,3,15,0.83
"1854",1,2.46,3,4,16,2.46
"1855",5,1.63,12,5,10,8.15
"1856",2,9.95,7,2,9,19.9
"1857",1,1.66,12,2,15,1.66
"1858",6,2.95,11,5,14,17.7
"1859",8,0.42,6,2,14,3.36
"1860",2,8.5,8,3,15,17
"1861",6,4.25,1,4,11,25.5
"1862",1,2.46,9,5,9,2.46
"1863",8,1.25,12,5,9,10
"1864",12,0.85,4,1,13,10.2
"1865",3,4.13,5,1,16,12.39
"1866",1,3.75,10,1,12,3.75
"1867",2,4.95,11,3,12,9.9
"1868",1,1.45,11,3,10,1.45
"1869",1,4.13,3,1,15,4.13
"1870",1,2.95,11,7,11,2.95
"1871",24,0.42,8,4,11,10.08
"1872",12,1.45,11,7,11,17.4
"1873",16,1.25,6,1,14,20
"1874",1,4.13,10,2,17,4.13
"1875",1,12.46,3,2,13,12.46
"1876",2,1.25,4,5,14,2.5
"1877",1,1.66,6,3,15,1.66
"1878",3,0.79,1,5,17,2.37
"1879",3,3.29,11,2,15,9.87
"1880",1,8.95,4,2,10,8.95
"1881",1,4.96,6,1,14,4.96
"1882",2,0.83,7,1,15,1.66
"1883",6,1.25,2,1,16,7.5
"1884",2,4.96,12,2,16,9.92
"1885",8,4.15,4,3,13,33.2
"1886",3,0.65,6,7,13,1.95
"1887",3,2.55,12,3,15,7.65
"1888",1,3.95,2,7,13,3.95
"1889",12,1.25,7,1,11,15
"1890",12,1.25,12,4,12,15
"1891",10,1.65,2,5,12,16.5
"1892",1,15.79,3,2,15,15.79
"1893",12,2.55,7,3,14,30.6
"1894",1,1.25,12,5,13,1.25
"1895",6,2.95,2,4,12,17.7
"1896",12,1.69,6,3,9,20.28
"1897",12,1.25,8,4,14,15
"1898",17,0.63,11,3,13,10.71
"1899",4,7.95,2,5,10,31.8
"1900",1,0.83,11,4,15,0.83
"1901",2,1.65,5,3,14,3.3
"1902",3,4.95,1,2,13,14.85
"1903",6,2.55,7,7,11,15.3
"1904",8,2.08,2,3,11,16.64
"1905",2,0.65,4,1,17,1.3
"1906",1,1.95,8,4,16,1.95
"1907",6,2.1,11,7,16,12.6
"1908",12,1.45,9,1,13,17.4
"1909",1,1.25,11,3,11,1.25
"1910",2,0.83,5,5,14,1.66
"1911",1,0.42,10,5,14,0.42
"1912",24,0.42,2,5,13,10.08
"1913",5,1.25,11,3,17,6.25
"1914",2,2.08,10,3,16,4.16
"1915",12,1.25,11,3,11,15
"1916",24,0.42,7,3,13,10.08
"1917",1,0.83,11,2,15,0.83
"1918",2,0.85,11,5,12,1.7
"1919",3,0.42,4,5,15,1.26
"1920",1,0.82,2,3,15,0.82
"1921",10,1.65,11,2,13,16.5
"1922",1,4.25,9,4,16,4.25
"1923",12,1.25,10,1,17,15
"1924",10,2.08,11,4,14,20.8
"1925",1,16.63,11,1,15,16.63
"1926",16,1.69,9,4,9,27.04
"1927",3,0.85,9,4,11,2.55
"1928",1,4.15,10,5,14,4.15
"1929",6,1.65,6,1,14,9.9
"1930",3,1.63,10,3,16,4.89
"1931",10,2.08,10,2,14,20.8
"1932",1,20.79,6,4,11,20.79
"1933",4,1.25,3,3,13,5
"1934",10,1.65,5,5,16,16.5
"1935",2,7.65,10,1,12,15.3
"1936",12,2.95,11,2,15,35.4
"1937",1,2.1,11,1,16,2.1
"1938",1,1.66,12,1,16,1.66
"1939",3,4.95,5,2,12,14.85
"1940",12,0.55,4,4,11,6.6
"1941",3,0.83,5,5,15,2.49
"1942",6,2.95,6,1,14,17.7
"1943",1,5.79,11,2,15,5.79
"1944",1,1.65,10,5,14,1.65
"1945",1,0.85,7,3,13,0.85
"1946",4,0.63,7,4,16,2.52
"1947",10,2.08,5,3,11,20.8
"1948",7,2.46,10,1,14,17.22
"1949",3,2.55,1,2,13,7.65
"1950",1,1.63,10,3,16,1.63
"1951",3,2.46,6,2,17,7.38
"1952",4,4.95,11,3,12,19.8
"1953",2,1.65,9,4,19,3.3
"1954",2,4.21,1,3,15,8.42
"1955",1,3.75,11,7,11,3.75
"1956",2,1.25,12,7,13,2.5
"1957",6,1.25,11,7,16,7.5
"1958",1,4.13,9,4,16,4.13
"1959",6,1.25,2,2,13,7.5
"1960",1,0.83,11,5,17,0.83
"1961",1,9.95,4,4,12,9.95
"1962",1,4.13,12,4,16,4.13
"1963",11,0.65,6,3,16,7.15
"1964",3,0.85,7,7,11,2.55
"1965",24,0.42,10,1,9,10.08
"1966",1,0.65,11,7,14,0.65
"1967",10,2.08,12,4,15,20.8
"1968",1,1.65,11,5,13,1.65
"1969",1,2.1,2,5,17,2.1
"1970",3,2.1,11,3,17,6.3
"1971",2,0.83,6,3,17,1.66
"1972",12,0.85,8,3,12,10.2
"1973",6,1.45,12,7,11,8.7
"1974",1,1.63,8,2,12,1.63
"1975",1,1.63,11,2,11,1.63
"1976",1,1.63,1,4,11,1.63
"1977",6,2.55,2,3,15,15.3
"1978",1,2.08,11,3,15,2.08
"1979",1,1.45,9,3,15,1.45
"1980",1,2.95,4,2,9,2.95
"1981",1,0.65,5,4,19,0.65
"1982",1,4.95,4,3,17,4.95
"1983",3,2.46,10,1,16,7.38
"1984",2,1.25,10,5,13,2.5
"1985",36,0.65,11,1,17,23.4
"1986",2,3.25,6,7,13,6.5
"1987",6,2.55,5,4,15,15.3
"1988",48,0.42,8,4,14,20.16
"1989",1,7.46,11,1,15,7.46
"1990",9,2.55,1,3,9,22.95
"1991",3,4.95,4,4,12,14.85
"1992",6,2.55,4,5,9,15.3
"1993",12,1.25,8,7,13,15
"1994",1,7.95,7,7,11,7.95
"1995",25,0.42,3,4,13,10.5
"1996",12,1.25,2,2,14,15
"1997",6,2.55,11,4,12,15.3
"1998",2,2.08,9,7,15,4.16
"1999",1,0.42,9,5,9,0.42
"2000",1,7.46,8,5,16,7.46
"2001",96,0.29,9,1,10,27.84
"2002",4,3.75,5,2,15,15
"2003",3,6.63,2,3,11,19.89
"2004",1,8.47,1,5,13,8.47
"2005",1,24.96,5,1,16,24.96
"2006",1,1.63,7,2,16,1.63
"2007",1,0.83,10,2,17,0.83
"2008",10,0.85,11,5,9,8.5
"2009",24,1.25,1,5,12,30
"2010",2,1.65,4,4,10,3.3
"2011",6,2.55,12,2,16,15.3
"2012",1,4.13,8,2,12,4.13
"2013",3,4.25,5,4,15,12.75
"2014",10,2.08,7,3,10,20.8
"2015",2,0.42,10,3,11,0.84
"2016",24,0.85,12,4,12,20.4
"2017",1,1.63,2,3,12,1.63
"2018",3,4.13,11,3,16,12.39
"2019",2,1.25,10,2,14,2.5
"2020",1,2.46,9,3,16,2.46
"2021",6,2.55,12,3,9,15.3
"2022",2,4.13,1,4,18,8.26
"2023",3,1.25,8,5,15,3.75
"2024",1,1.65,11,3,17,1.65
"2025",8,1.25,11,5,11,10
"2026",12,1.25,12,2,16,15
"2027",8,2.55,10,7,13,20.4
"2028",2,5.95,8,1,14,11.9
"2029",1,3.29,11,3,13,3.29
"2030",1,2.46,11,2,16,2.46
"2031",2,1.25,4,7,13,2.5
"2032",12,0.42,2,2,8,5.04
"2033",1,3.36,12,5,16,3.36
"2034",4,0.12,10,4,12,0.48
"2035",4,1.65,2,2,14,6.6
"2036",1,0.95,11,5,12,0.95
"2037",2,12.75,11,4,14,25.5
"2038",6,2.1,2,2,8,12.6
"2039",2,8.5,4,3,14,17
"2040",3,0.85,1,5,11,2.55
"2041",24,1.25,3,5,9,30
"2042",25,0.42,8,3,10,10.5
"2043",1,0.83,11,5,14,0.83
"2044",1,0.39,10,7,15,0.39
"2045",8,4.25,6,4,16,34
"2046",12,1.25,9,4,16,15
"2047",1,3.75,11,4,14,3.75
"2048",5,1.25,10,1,13,6.25
"2049",2,4.95,12,3,15,9.9
"2050",12,1.25,5,7,14,15
"2051",1,4.13,6,4,16,4.13
"2052",-6,0.85,3,5,13,-5.1
"2053",4,3.75,11,3,14,15
"2054",2,8.29,9,2,10,16.58
"2055",4,3.75,7,7,12,15
"2056",6,2.95,7,2,15,17.7
"2057",12,1.95,10,3,13,23.4
"2058",3,1.65,10,4,14,4.95
"2059",1,1.63,2,5,16,1.63
"2060",4,2.95,6,7,10,11.8
"2061",2,2.95,11,4,16,5.9
"2062",4,8.5,5,4,15,34
"2063",9,0.79,11,3,14,7.11
"2064",2,9.95,10,2,15,19.9
"2065",3,5.79,11,1,12,17.37
"2066",-1,2.49,11,2,9,-2.49
"2067",1,0.85,2,2,14,0.85
"2068",4,3.95,3,2,10,15.8
"2069",24,0.83,10,2,15,19.92
"2070",24,0.55,9,3,10,13.2
"2071",3,5.95,12,5,11,17.85
"2072",2,10.79,12,1,17,21.58
"2073",2,2.1,11,5,11,4.2
"2074",8,1.95,7,3,10,15.6
"2075",12,0.29,11,1,15,3.48
"2076",1,4.13,1,4,14,4.13
"2077",2,1.45,11,5,10,2.9
"2078",2,7.95,8,4,15,15.9
"2079",6,1.25,6,4,16,7.5
"2080",12,2.1,12,1,12,25.2
"2081",6,0.85,12,4,20,5.1
"2082",1,3.35,12,7,14,3.35
"2083",4,1.63,5,2,16,6.52
"2084",3,3.29,12,1,17,9.87
"2085",4,1.65,6,4,12,6.6
"2086",1,4.15,10,5,13,4.15
"2087",2,1.65,11,4,19,3.3
"2088",1,8.95,10,4,12,8.95
"2089",4,4.95,4,2,10,19.8
"2090",1,4.13,11,5,14,4.13
"2091",2,5.95,10,2,12,11.9
"2092",1,2.08,11,7,13,2.08
"2093",24,1.25,11,1,14,30
"2094",24,0.39,10,4,14,9.36
"2095",3,5.95,12,2,15,17.85
"2096",4,4.15,7,2,10,16.6
"2097",6,2.89,10,2,13,17.34
"2098",4,6.75,10,5,12,27
"2099",12,0.85,10,2,15,10.2
"2100",1,9.95,10,3,17,9.95
"2101",2,5.79,10,2,16,11.58
"2102",12,1.25,9,1,13,15
"2103",12,1.65,2,1,11,19.8
"2104",1,1.65,10,4,12,1.65
"2105",3,0.65,2,5,13,1.95
"2106",3,2.46,10,1,14,7.38
"2107",2,8.25,10,2,8,16.5
"2108",2,2.08,9,4,19,4.16
"2109",6,2.95,1,7,16,17.7
"2110",2,2.55,5,3,10,5.1
"2111",12,0.85,9,5,15,10.2
"2112",10,2.46,3,5,12,24.6
"2113",1,0.39,9,5,14,0.39
"2114",12,1.25,1,2,15,15
"2115",6,2.55,3,4,9,15.3
"2116",2,0.95,12,1,13,1.9
"2117",2,4.15,10,7,12,8.3
"2118",16,1.25,6,4,18,20
"2119",12,1.65,10,2,9,19.8
"2120",4,4.95,10,1,12,19.8
"2121",1,2.95,4,7,13,2.95
"2122",24,0.39,11,2,13,9.36
"2123",-1,12.75,4,2,16,-12.75
"2124",2,0.42,8,2,17,0.84
"2125",1,0.83,11,3,16,0.83
"2126",1,1.25,4,4,19,1.25
"2127",4,4.95,6,1,15,19.8
"2128",1,4.95,11,4,12,4.95
"2129",6,2.95,3,2,12,17.7
"2130",8,1.25,7,1,13,10
"2131",4,3.75,12,2,9,15
"2132",2,4.15,7,3,13,8.3
"2133",1,2.89,9,1,12,2.89
"2134",2,5.95,6,7,13,11.9
"2135",4,4.95,4,5,13,19.8
"2136",4,4.25,11,4,17,17
"2137",24,0.83,9,2,14,19.92
"2138",2,4.15,8,2,15,8.3
"2139",3,2.95,12,5,11,8.85
"2140",2,4.95,10,1,14,9.9
"2141",1,3.29,1,4,14,3.29
"2142",12,1.45,8,4,14,17.4
"2143",2,4.25,11,7,14,8.5
"2144",12,1.25,3,4,18,15
"2145",2,2.46,3,3,16,4.92
"2146",10,2.08,5,3,17,20.8
"2147",3,5.95,5,5,13,17.85
"2148",5,0.83,1,1,17,4.15
"2149",6,2.08,10,7,15,12.48
"2150",1,2.46,7,1,11,2.46
"2151",24,0.42,1,5,10,10.08
"2152",6,2.1,5,5,10,12.6
"2153",1,5.79,10,3,11,5.79
"2154",2,2.46,10,2,10,4.92
"2155",8,0.42,10,3,12,3.36
"2156",1,3.29,10,3,16,3.29
"2157",2,2.95,12,3,12,5.9
"2158",1,0.85,12,7,12,0.85
"2159",1,4.13,9,3,14,4.13
"2160",4,3.75,3,1,10,15
